Tweet,Clasificación
"#EsClaudia la mujer honesta y transparente que #Mexico necesita.
#ClaudiaPresidenta 
#ClaudiaSheinbaum",1
"Tras la visita de @Claudiashein a #Jalisco, @AntonioPerezMEX resalto su liderazgo y compromiso con las y los jaliscienses.  

Cuando el liderazgo se encuentra con la pasion por la comunidad, suceden cosas extraordinarias.  

#Liderazgo #ClaudiaSheinbaum #Jalisco https://t.co/HqjGWsFDoy",1
"#ClaudiaSheinbaum da la cara siempre y desmiente algo que por si solo se nota que fue un invento de los de la oposicion. #EsClaudia la que si ve por el pueblo. 
#ClaudiaPresidenta",1
"Yo contigo #ClaudiaSheinbaum !!
Deja que ese mentiroso de 5a siga hablando, todos sabemos que eres una mujer integra y honesta.
#EsClaudia
#ClaudiaPresidenta",1
"Claudia Sheinbaum es mas politica que Ricardo Monreal. 
Ella le gano la interna en 2018 ?no?
 Ella solita ha podido con los hombres con los que ha competido. 

""Es de que Lopez  la pondra a ella por dedazo"". Nada mas falso.
Hombres negandose a ver la realidad.",1
"Los comentarios baratos y de mal gusto no van afectar a alguien fuerte y de principios. #EsClaudia la mujer que me representa. 
#ClaudiaSheinbaum 
#ClaudiaPresidenta",1
@juanrubiog @Claudiashein Mi voto sera para ti Claudia sheinbaum la mejor,1
"Los de la oposicion tratando de desprestigiar a una mujer integra y transparente, cuando van a entender que con #ClaudiaSheinbaum eso no va!! 
#EsClaudia la que no permite corrupcion!!
#ClaudiaPresidenta",1
"#EsClaudia la mujer que no le teme a ser transparente!! Por favor, ese #Loret ya no sabe que inventar y asi se dice ""periodista"". 
La #4taTransformacion va a continuar!!
#ClaudiaSheinbaum 
#ClaudiaPresidenta",1
"Seguimos en las calles platicando con la gente, para que ningun joven de todo el pais se quede sin participar en esta revolucion de las conciencias.

Sabemos que Claudia Sheinbaum es la mas comprometida con el proyecto de transformacion. !Muy pronto tendremos coordinadora! https://t.co/TK9mgQKuvG",1
"!La Jefa arrasando, Mexico emocionado!

Nuestra increible Claudia Sheinbaum  encabeza con un impresionante 41% en la nueva encuesta Algoritmo Digital , dejando atras al competidor mas cercano por 16 puntos.  https://t.co/Ep9kG2GD3M",1
"#ClaudiaSheinbaum es transparente y todo esta declarado. Los de la oposicion ya no saben que decir para desprestigiar a la gente honesta. 
Por eso, #EsClaudia la que tiene que estar al frente de #Mexico
#ClaudiaPresidenta",1
@Claudiashein Es un orgullo tenerte una gran mujer al frente mi apoyo ara usted Claudia sheinbaum,1
"#ClaudiaSheinbaum ha dejado mas que claro que todo lo que se hizo durante su mandato fue de forma honesta y transparente, no tiene nada aquel ocultar.
#EsClaudia
#ClaudiaPresidenta",1
@Claudiashein #JUCOVID PRESENTE  siempre apoyando a Claudia Sheinbaum,1
@AntiTelevisaMx Claudia Sheinbaum por supuesto,1
"Claudia Sheinbaum en el Monumento a la Revolucion en un acto de fiesta y celebracion este proximo sabado 10:30 hrs. 
!CDMX con Claudia!
!Todos con @Claudiashein!
#ClaudiaEsLaRespuesta 
#DeFiestaConClaudia https://t.co/zvRxNTfcWn",1
@Claudiashein Apoyo total a la doctora #ClaudiaSheinbaum,1
"#Nacional |  Sheinbaum confia en victoria en encuesta para candidatura presidencial de Morena

Claudia Sheinbaum reafirmo hoy su confianza en su victoria en la encuesta que realizara la agrupacion la proxima semana

https://t.co/znc3Sdy1A8",1
@AntiTelevisaMx Claudia Sheinbaum es la respuesta,1
"Claudia Sheinbaum es, de hecho, la candidata del sistema -mas alla de la politica institucional",1
"Claudia Sheinbaum: vamos arriba en encuestas porque hay honestidad y continuidad.

https://t.co/CpDYOIGijG",1
"@Claudiashein Con la Dra. Claudia, hasta el final.  #ClaudiaSheinbaum, proxima Coordinadora de los Comites en Defensa de la 4T.  #EsTiempoDeMujeres ",1
"!Ya ven, dice Claudia Sheinbaum que a sus eventos la gente va por voluntad propia! No hay acarreo del bienestar. https://t.co/ThIaRjZxMV a traves de @YouTube",1
"@Claudiashein Mi apoyo total a la Dra Claudia Sheinbaum, toda mi confianza en ella, Loret esta pagado para hacer guerra sucia, ya sabemos de que calana es",1
"@Claudiashein #ClaudiaSheinbaum #ClaudiaEsLaRespuesta #ClaudiaArrasa  #TiempoDeMujeres Tiene todo mi apoyo, admiracion y sobre todo lealtad.!! #ClaudiaPresidenta #4t",1
"!A solo 4 dias de concluir el proceso interno! Sin duda alguna, estamos convencidos y convencidas de que Claudia Sheinbaum @Claudiashein es quien debe encabezar la defensa de nuestro movimiento. #ESCLAUDIA !VAMOS A GANAR! https://t.co/37s6YpapOt",1
@Claudiashein Estamos con Usted Dra.Claudia Sheinbaum ,1
"@Claudiashein Nuestra Coordinadora sera la Dra. Claudia Sheinbaum Pardo , somos muchos mas los que la apoyamos , ya nadie la detendra #EsClaudiaSheinbaumPresidenta",1
" sigue subiendo como la espuma, pues ha demostrado tener mas capacidad de Claudia Sheinbaum y Ernestina Godoy juntas, hasta ANLO dijo que el es el bueno y tiene razon, TABOADA es el bueno.
#TaboadaNosUne https://t.co/ZI5NffZSZF",1
"@JJDiazMachuca @Claudiashein @MauricioCollado Aunque les arda en lo mas profundo, Claudia Sheinbaum va a ser la proxima presidenta de Mexico. Con todo y sus Fake News. https://t.co/2RQBZAwkbH",1
"Comparte esta foto con tus familiares, vecinos y amigos para que todas y todos sigamos apoyando a la Dra. Claudia Sheinbaum y que en la encuesta quede mas que claro que !#EsClaudia!    #SonoraEsClaudia",1
"Mientras la oposicion pierde el tiempo atacandola, claudia sheinbaum se reune con el consejo del sector empresarial. https://t.co/htS8QRoyLl",1
Claudia Sheinbaum encabezo una Asamblea Informativa Regional en Nuevo Leon - https://t.co/ChrZrY61tR https://t.co/LDvjqMXESu,1
" Como siempre Loret de Mola miente , esta ves cuanto le habran dado $$$ .
Todo el apoyo a la Dra. Claudia Sheinbaum. #EsClaudia
#ClaudiaSheinbaumPresidenta",1
"Importante el mensaje de la Dra. Claudia Sheinbaum, hoy debemos estar mas unidas y unidos para seguir transformando a Mexico.",1
" En Baja California estamos con la Doctora Claudia Sheinbaum Pardo,por que estamos convencidos que solo ella representa la continuidad de la cuarta transformacion 
#AquiEstamos",1
QUEEEE FREGON;RECIBIMIENTO MI QUERIDA DRA CLAUDIA SHEINBAUM;ES USTED LA ESPERANZA QUE SIGA;ESTE BELLO MOVIMIENTO;GARANTIZA LA CONTINUIDAD#ESCLAUDIA # PRESIDENTA;CON TODO MI AMOR Y CONVICCION YO INFORMO;LO MEJOR PARA EL PAIS #ESCLAUDIA https://t.co/T0geu3zNh9,1
@JJDiazMachuca @Claudiashein @CarlosLoret @GobCDMX Y esta clase de mentiras es la que inventa la oposcion al ver que Claudia Sheinbaum esta arrasando en las encuestas. https://t.co/9SbJOsi3s4,1
"Como conocen la popularidad de #ClaudiaSheinbaum, ya no saben como desprestigiarla. No caeremos en su juego, Vamos con @Claudiashein para el 2024 
 #LadyFentanilo",1
"#ClaudiaSheinbaum  sin duda la mejor  
https://t.co/w93S0UZHh8",1
@mgabrods Todo Mexico esta con Claudia Sheinbaum y ni Lord montajes ni la oposicion y sus mentiras nos convencera de lo contrario. https://t.co/uZiAaDccVj,1
"Actualmente, 72% dice reconocer el nombre de Claudia Sheinbaum (+5 respecto a nuestra encuesta previa) mientras que 69% ha oido hablar de Marcelo Ebrard (+3).",1
"La ex Jefa de Gobierno, Claudia Sheinbaum permanece en la primera posicion con 33% de apoyo frente a 20% que prefiere a Marcelo Ebrard.",1
@GobiernoMX Porque no dan un estatus de los 300 millones de pesos que Claudia Sheinbaum se robo de los empleados del DF?,0
"@Claudiashein Gracias por alzar la voz a la unidad, al respeto, a la conexion... Sigamos fortaleciendo al pais de la mano de #ClaudiaSheinbaum",1
"@Claudiashein Con altura de miras, la Dra. Claudia Sheinbaum llama a cerrar filas y ponderar la unidad, sin divisiones y teniendo presente que se lucha por ideales, principios, por la transformacion del pueblo
#EsClaudiaLaRespuestaTlaxcala",1
"@TruePatty11 @lopezobrador_ @Claudiashein Claro que es miedo, Claudia Sheinbaum esta arrasando en las encuestas. https://t.co/OEAHrUPfPL",1
@Claudiashein Yo si creo en Claudia Sheinbaum,1
"@mgabrods Si se compraron medicamentos fue por el bien de la ciudadania, Claudia Sheinbaum ha sido la mejor jefa de gobierno que hemos tenido sin lugar a dudas. https://t.co/IfdIOe41WS",1
"@JJDiazMachuca @Claudiashein @MauricioCollado El miedo no anda en burro, Claudia Sheinbaum esta arrasando en las encuestas y este es el intento desesperado por manchar su nombre. https://t.co/6VZLK5SnyD",1
"@Claudiashein mucho exito al movimiento 4T! Avancemos con #ClaudiaSheinbaum 
!la mejor opcion!",1
"@AntiTelevisaMx @MarcoBo14299061 No ma, esta encuesta ofende, parece una muy mala broma, obviamente la Dra claudia sheinbaum le da una paliza a la botarga ",1
" Para el cierre de su gira por el pais, los estados de Zacatecas, Tamaulipas, San Luis y Coahuila nos reunimos en Nuevo Leon  para acompanar a la Dra. Claudia Sheinbaum 

#EsClaudia #JovenEsClaudia #cuartatransformacion #4T #corcholatas #ClaudiaSheinbaum #nuevoleon https://t.co/xRML5XwBKd",1
@JJDiazMachuca @Claudiashein @MauricioCollado Pues aunque les pese Claudia Sheinbaum sera presidenta del pais. Ya nadie cree en las mentiras de Loredo montajes. https://t.co/jPKYaZ5q7s,1
"@JJDiazMachuca Lo del Fentanilo es una mentira de Lora montajes y ya nadie se lo cree, Claudia Sheinbaum sera Presidenta. https://t.co/ZOCIks6ijm",1
@TruePatty11 @lopezobrador_ @Claudiashein Claudia Sheinbaum esta arrasando en las encuestas por eso la oposicion la golpea con mentiras. Todos somos Claudia. https://t.co/z8SS14RjBW,1
"Un exito el cierre de gira de la Dra. Claudia Sheinbaum en Nuevo Leon 

#BuenosDias #EsClaudia #Unidad 
#ClaudiaPresidenta https://t.co/Ly2umY7e42",1
"@Claudiashein Su lealtad por el movimiento la hace ser la mas indicada para llevar a la 4T a la unidad ,,todo hidalgo con la doctora Claudia sheinbaum",1
@Claudiashein Sin duda alguna se hara historia como Mujer  con Claudia Sheinbaum  al 100,1
@Claudiashein #ClaudiaSheinbaum la mejor 4T,1
"@Claudiashein Dra. Claudia Sheinbaum, Agradezco este hermoso mensaje, que significa cordialidad, amistad, amor por la transformacion de Mexico y una segunda convocatoria a la unidad, la primera desde la Sierra Tharumara  y esta desde tu hogar. Para mi la respuesta es Claudia.",1
@Claudiashein Vamos avanzando con Claudia sheinbaum.vamos a ganar.,1
"@Claudiashein En el 2018 fuimos las juventudes quienes nos unimos para que llegara Lopez Obrador, un presidente de izquierda, y seremos las juventudes quienes en el 2024 llevaremos a Claudia Sheinbaum, una mujer de izquierda, a la presidencia por primera vez 

#AquiEstamos",1
 Apoyo para ClaudiaSheinbaum,1
@Claudiashein Con Claudia Sheinbaum tendremos un mejor futuro  que. Siga. La 4T con Claudia,1
"La doctora Claudia Sheinbaum es el rumbo para la continuidad de la transformacion en #Oaxaca.

@Claudiashein @SumaSociedad https://t.co/WQqKNI186f",1
@Claudiashein Muy convencidos de la 4T con #ClaudiaSheinbaum ,1
@Claudiashein TU ERES UNA PERSONA MUY HONESTA Y SEGUIREMOS APOYANDOTE ESTAMOS CONTIGO CLAUDIA #PRESIDENTA CLAUDIA SHEINBAUM,1
@Claudiashein #con Claudia sheinbaum seguiremos adelante nada nos detendra.,1
@Claudiashein #ClaudiaSheinbaum la primer mujer presidenta de Mexico para seguir con la 4T,1
@Claudiashein #ClaudiaAvanza Por un futuro sostenible y prospero votemos por Claudia Sheinbaum.            !Juntos hacemos la diferencia!,1
"@Claudiashein #ClaudiaAvanza ""Unidos por un Mexico mas fuerte y unido. Apoyemos a Claudia Sheinbaum para un pais mejor. #ClaudiaAvanza """,1
@Claudiashein #ClaudiaSheinbaum estamos contigo,1
"VAMONOS DE FIESTA CON LA TRIUNFADORA DEL PROCESO INTERNO, LA DRA. CLAUDIA SHEINBAUM.
SALUDOS DESDE HERMOSILLO, SONORA.",1
"@Claudiashein Vamos adelante Dra. Claudia Sheinbaum , por un mejor futuro y por seguir con  la 4T. Usted es un ejemplo a seguir, una mujer preparada y que impulsa a muchas a seguir con los suenos ",1
"@Claudiashein Es tiempo de mujeres la mejor opcion de la 4T es #ClaudiaSheinbaum mejor seguridad, Transporte publico.",1
"@Claudiashein Que viva la 4T, Que viva Claudia Sheinbaum #HidalgoEsClaudia ",1
"@Claudiashein Con todo Dra, debemos estar a la altura de los principios de nuestro movimiento, fuera aspiraciones personales en pro de la transformacion del pais  #ClaudiaSheinbaum",1
"Claudia Sheinbaum, aseguro que sera ella quien ganara la encuesta que levante su partido Morena, la proxima semana https://t.co/mxGMIDgvZS",1
"@AntiTelevisaMx Votaria por Claudia Sheinbaum.

Pero me gustaria Adan Augusto Lopez para presidente.",1
"No te pierdas el #ClaudiaFest este jueves 24 de agosto a las 3:30 pm en la explanada del Instituto Cultural Cabanas en Guadalajara, donde estara presente Claudia Sheinbaum!  !Una oportunidad unica para escuchar a la lider en persona https://t.co/aGwwV6LeSJ",1
@juanrubiog @Claudiashein Claudia sheinbaum para presidenta ,1
"Con exito el #ClaudiaFest en #Monterrey, estamos listos para ganar la encuesta con contundencia, ganara una mujer honesta, una luchadora social, una cientifica, una madre familia, es Claudia Sheinbaum Pardo quien coordinara los comites de la 4T para fortalecer la esperanza. https://t.co/fJnlGCswTS",1
"#Jalisco Organizan en Jalisco megafiesta para Claudia Sheinbaum
El evento se realizara este jueves en la Explanada del Instituto Cultural Cabanas
https://t.co/KeEfOXgOVg",1
"Conformaron 800 comites a favor de Claudia Sheinbaum en la entidad
https://t.co/FJYWipcbhz https://t.co/jLTK5BkI52",1
@Claudiashein #ClaudiaSheinbaum  es la mas preparada para lograr el cambio total vamos con usted.,1
"@Claudiashein Algunos piensan solo en la CDMX, pero el apoyo para #ClaudiaSheinbaum es nacional, los simpatizantes estamos en todo el pais por eso en la encuesta #ClaudiaEsLaRespuesta",1
"Este jueves el ejercicio de la Urna DK, Claudia Sheinbaum encabeza con el 31 por ciento de aprobacion, seguido de Marcelo Ebrard, con 27 por ciento, en la preferencia para Coordinar el Comite de Defensa de la 4T. https://t.co/eTEs5k9A9a",1
"@Claudiashein La simpatia del pueblo se refleja en todos ambitos, por eso hay que inundar las redes nuestro apoyo a #ClaudiaSheinbaum porque para que siga la trasformacion, en la encuesta #ClaudiaEsLaRespuesta",1
@hfexz @Claudiashein Claudia Sheinbaum ha demostrado liderazgo y compromiso en su gestion como Jefa de Gobierno. Su enfoque en la movilidad sostenible y el cuidado del medio ambiente es digno de reconocimiento y apoyo,1
@Claudiashein Muy bien por Claudia Sheinbaum,1
@ricardo88194672 @catrina_nortena @Claudiashein Claudia Sheinbaum ha demostrado liderazgo y compromiso en su gestion como Jefa de Gobierno. Su enfoque en la movilidad sostenible y el cuidado del medio ambiente es digno de reconocimiento y apoyo,1
"@Claudiashein El proceso historico que estamos consolidando requiere de hombres y mujeres comprometid@s con la unidad, la verdad  y la justicia. Para algunos lo mas facil es dividir y destruir. 
En unidad, verdad y justicia vamos con la Dra Claudia Sheinbaum.",1
"Saludos desde mi casa, su casa. Estoy convencida de la unidad de nuestro movimiento para continuar, fortalecer y avanzar en la transformacion. https://t.co/TLC2WNP5Mq",1
"Diran lo que quieran
Pero Claudia Sheinbaum ha sido de las mejores jefes de gobierno de la Capital ",1
@Claudiashein El pueblo te apoya #ClaudiaSheinbaum  para presidenta,1
"@Claudiashein Al 100 con Claudia sheinbaum Pardo,mujer honesta, valiente e inteligente y proxima presidente de nuestro amado Mexico",1
"@Claudiashein Estamos con la Dra Claudia Sheinbaum por ser una mujer honesta, capaz y cercana a la gente",1
"Claudia Sheinbaum, aseguro que sera ella quien ganara la encuesta que levante su partido Morena, la proxima semana
https://t.co/alCE1cHjiD",1
@Claudiashein Estamos con usted #ClaudiaSheinbaum,1
"Mujer sabia, honesta y trabajadora, la tqm Dra. Claudia Sheinbaum.",1
"Saludos desde mi casa, su casa. Estoy convencida de la unidad de nuestro movimiento para continuar, fortalecer y avanzar en la transformacion. https://t.co/TLC2WNP5Mq",1
"@ChicShion @David_Ingeniero No dudaria ni tantito que de llegar a la CDMX Brugrada se convertiria en una muy fuerte Jefa de Gobierno, haria una gran mancuerna con Claudia Sheinbaum, y ademas tendriamos a una seria aspirante para suceder a Sheinbaum en la silla presidencial.",1
"La doctora Claudia Sheinbaum nos envia un saludo desde su casa. Nos informa que esta convencida de que la unidad de nuestro movimiento para continuar, fortalecer y avanzar en la transformacion es indispensable!!
#ClaudiaPresidenta",1
"Es una sensacion personal, pero creo que la derecha apuesta, o le conviene, que Claudia Sheinbaum  sea la presidenta de Mexico, ya que su desempeno haria que se busque urgentemente sacar a MORENA del pais para el 2030. 

Y es que ella perdio media CDMX en 2021. + 
#LadyFentanilo",1
"La guerra sucia que emprenden todos los partidos politicos en contra de Claudia sheinbaum, por que saben que va a ganar la presidencial",1
"@lopezdoriga @Zovatto55 Como van a vencer a 45 millones de chair@s hermos@s ?
Claudia Sheinbaum sera la que dara continuidad a la 4 T https://t.co/pKt0Yk1CCZ",1
"@AntiTelevisaMx Dra Claudia Sheinbaum futura presidenta de Mexico
Si senor
La otra es la gata de salinas y Claudio x",1
Ahora todo Mexico ya la conoce Claudia sheinbaum,1
"@Claudiashein Toda nuestra fe, puesta en #ClaudiaSheinbaum",1
"La presidenta que anticipan las encuestas #ClaudiaSheinbaum 

Todas y todos lo sabemos, !vamos a tener una mujer al frente de nuestro pais, para continuar con esta transformacion! https://t.co/tFiip5Q5hH",1
@Claudiashein @cceoficialmx #ClaudiaSheinbaum cuente con mi voto y el de mi familia ,1
@Claudiashein #ClaudiaSheinbaum trabaja por el bien de todo Mexico ,1
"Con espectaculo de drones, cierran filas en apoyo a Claudia Sheinbaum en Apatzingan - https://t.co/KAM3akqnXX https://t.co/6VuCB3pEda",1
@Claudiashein #ClaudiaSheinbaum tiene todo nuestro apoyo ,1
@Claudiashein Arriba #ClaudiaSheinbaum y mi voto  con ella!! ,1
@Claudiashein Nuestro apoyo total a #ClaudiaSheinbaum,1
Claudia Sheinbaum SIGUE ARRASANDO,1
@Claudiashein @cceoficialmx Todos nuestros votos son para Morena  #ClaudiaSheinbaum,1
@SumaSociedad @juanrubiog Te queremos mucho y estamos contigo claudia sheinbaum,1
@Claudiashein Vamos con todo! Arriba #ClaudiaSheinbaum,1
 Es tiempo de ganar con ClaudiaSheinbaum,1
@Claudiashein #ClaudiaSheinbaum hasta l Victoria! ,1
@Claudiashein #ClaudiaSheinbaum hasta la Victoria ,1
"@juanrubiog @AccionNacional @Claudiashein De ante mano sabemos que en ningun partido politico no hay contendientes para Claudia sheinbaum, es la unica que ha apoyado a toda la CDMX y lo seguira haciendo a nivel nacional como presidenta de Mexico",1
@SumaSociedad Apoyo incondicional a Claudia sheinbaum,1
@SumaSociedad #N8 apoyo total a Claudia Sheinbaum.,1
"Claudia Sheinbaum es la mejor propuesta de Morena, afirmo Dulce Silva
 - Cuarto de Guerra Tlaxcala https://t.co/cO9oT6V4v7",1
"@Melissa_Bely Pues la doctora Claudia Sheinbaum.

Ella esta preparada, la otra no sabe ni hacer gelatinas

#EsClaudia",1
"En la Mixteca hay relevo generacional, estamos convencidos que Claudia Sheinbaum sera la Proxima Coordinadora Nacional de la Defensa de la Cuarta Transformacion. 

 #EsClaudia #equipoSLS https://t.co/mVW9lqermT",1
@Claudiashein Te amo te quiero Claudia Sheinbaum tu eres el amor de toda mi vida,1
Claudia sheinbaum presidenta,1
"@_3strik3 @Claudiashein Gracias a Claudia Sheinbaum, se han mejorado los servicios de atencion medica en la ciudad.",1
"@jolutay @pedroferriz3 @XochitlGalvez @SantiagoCreelM @BeatrizParedes Tengo la idea que que Pedro (el del ""Bienestar"") va a votar por Claudia Sheinbaum.",1
"@SoniTuit Bueno pues ya que la tal Vero islas jura y perjura que AMLO estara otros seis anos dirigiendo a nuestro Pais por medio de Claudia Sheinbaum, pus vamos a votar con todo por Claudia, vamos por carro completo",1
@emilozve @huichis_mx @lopezobrador_ Con No Votar con CLAUDIA SHEINBAUM le arruinamos sus deseos de PRESIDENTE.,0
"@aracelibs @XochitlGalvez Yo te dire algo mas hermoso, yo voy a votar por la proxima presidenta de Mexico, Claudia Sheinbaum. 
Que sera tu PRESIDENTA, como tu PRESIDENTE @lopezobrador_. ",1
"A nadie deberia de sorprender que  no va a votar por un nuevo presidente sino por la ratificacion del actual presidente Lopez Obrador, por medio, de quien sera la candidata Claudia Sheinbaum y se extendera el gobierno actual por otros 6 anos, con un programa de gobierno...",0
"@GuacamayanLeaks @_JRLB_ @lopezobrador_ Yo mejor voy a votar por Morena y Claudia Sheinbaum, ella si gobierna bien.",1
@XochitlGalvez Por primera vez tienes razon Mexico merece mas . Por eso vamos a votar por Claudia sheinbaum para que siga la 4ta transformacion,1
"@miss_moxxa92 Si hubiera  reeleccion,  volveria  a votar por el.  Aunque  creo que  Claudia  Sheinbaum  es la indicada  para  continuar  con el proyecto.",1
"@MarGomezH por eso debemos votar por #ClaudiaSheinbaum , ella lo puede resolver",1
@MariettoPonce Exactamente el discurso que usan vs Claudia Sheinbaum... estoy de acuerdo... tomare su mano para ir a votar por Claudia.,1
"@HernanGomezB @Claudiashein La gente honesta y pensante va a apoyar y votar por la doctora Claudia Sheinbaum.
Habra otro sector que vote por la senora que se disfrazo de botarga de dinosaurio (Galvez) eso si seria caer muy bajo, justo como los que votaron por Fox en el 2000.",1
Ya listos para votar por la cientifica Claudia Sheinbaum.,1
"@guruchuirer La A, aunque mi prioridad es votar por Dra. Claudia Sheinbaum",1
"@mario_dico50 @Claudiashein Es lo que queremos, que sea identica a Andres Manuel. 
Con eso, los chairos le daremos nuestro voto. 
Somos 45 millones los que estamos dispuestos a votar por Claudia Sheinbaum.
Cual es elproblema ?",1
@LOVREGA Buen indicador para votar por Claudia Sheinbaum.,1
"La doctora Claudia Sheinbaum es mucha pieza para los corruptos del PRIAN. Por eso, tanto odio y mentiras en su contra, desde hace meses. Los mexicanos ya decidimos por quien vamos a votar: Claudia Sheinbaum. #ClaudiaArrasa",1
"Yo voy a votar en el 2024 por Claudia Sheinbaum para presidenta.

Ella sera la candidata de MORENA.",1
"@SergioA57606590 @camartzherrejon @MarroqMary @vromog @XochitlGalvez Estoy desesperado por votar por Claudia Sheinbaum, 26 menos son poco, ya quiero ir a darle mi voto!",1
@CartonCalderon @ElUniversal Voy a votar por Claudia Sheinbaum,1
@PedroFerriz Yo voy a votar por Claudia Sheinbaum,1
@ChumelTorres Gracias por el video !! Con eso confirmas por quien votar en #2024 jajaja vamos con #ClaudiaSheinbaum  jajaja,1
@JorgeGCastaneda @nexosmexico Voy a votar por Claudia Sheinbaum,1
@JLozanoA Voy a votar por Claudia Sheinbaum,1
"@_ryo_hermoso No, hay ni comparacion hay que votar por la proxima presidenta de Mexico Claudia Sheinbaum, no hay de otra.",1
@rochaperiodista Con esta respuesta ya me convencio de votar por Claudia Sheinbaum.,1
"@ClaudioXGG Claudia Sheinbaum, sera la elegida por arriba de la empresaria panista, Xochilt Galvez. Asi Aguilar Camin, Krauze y demas ""intelectuales"" le escriban maravillas. La gente pensante no cometera el error de votar por ella.
Claudio X y su pandilla se quedaran haciendo coraje. ",1
 #CampecheEsClaudia hay que seguir convenciendo de salir a votar para que hagamos historia con la primera mujer presidenta de Mexico Claudia Sheinbaum @Claudiashein #PlanC  #VotoMasivoPorMorena2024 https://t.co/EGw1mTmUwT,1
?Asi que ahora tendre que votar por Claudia Sheinbaum? https://t.co/eKLjRMBTRh,1
"Votar por #ClaudiaSheinbaum por que es mujer es como haber votado por #EnriquePenaNieto por que era guapo!  Me gustaria llegar a ver a un mujer en la presidencia de Mexico, pero no creo que Claudia sea la opcion!! ",0
"@pedroferriz3 Yo voy a votar por la Dr Claudia Sheinbaum Pardo , mi amada presidenta",1
"@MariettoPonce Yo nada mas te insisto, las redes no es el pueblo que sale a votar. Por mi esta bien. Asi la DOCTORA CLAUDIA SHEINBAUM sera nuestra futura presidenta",1
"@LillyTellez Tiene toda la razon, congresista. Por eso, salgamos a votar todos por Claudia Sheinbaum.",1
@amorxmexico2050 @Kike2024MX Para botarte es importante votar a Claudia SHEINBAUM.,1
@Claudiashein yo voy a votar Por ti Claudia Sheinbaum Pardo Para Que Si llegues a Ser Una Primera mujer En Gobernar a Todo Mexico Como Presidenta De Mexico y ya es tiempo de Mujeres tu Claudia Sheinbaum Si Seras Presidenta Presidenta Presidenta De Mexico En El 24 Saludos Desde Apodaca N.L.,1
"Esto es la Cuarta Transformacion
Esto es por lo que vote en 2018 y por lo que voy a votar en 2024, porque Claudia Sheinbaum sera nuestra candidata y nuestra presidenta",1
"@sophia_ale Millones de Mexicanos Estadounidenses Estamos con AMLO y con su proyecto de Nacion y iremos a Votar por la cualison MORENA PT VERDE.

Y si, si es Claudia Sheinbaum ",1
@bartije !Impresionante! definitivamente voy a votar por Claudia Sheinbaum Pardo.,1
@catrina_nortena @jaretos @Claudiashein @AlfonsoDurazo @m_ebrard @RicardoMonrealA LO MEJOR DE MORENA..ES CLAUDIA SHEINBAUM..POR ESO TODOS A VOTAR POR ELLA....,1
@ndurancoronado @GUSI_ESESOYYO # TODOS A VOTAR POR CLAUDIA SHEINBAUM...,1
@DavidIb40731332 @catrina_nortena @Claudiashein @AlfonsoDurazo @m_ebrard @RicardoMonrealA TODOS A VOTAR POR CLAUDIA SHEINBAUM..,1
@catrina_nortena @julietaetznab @Claudiashein @martibatres Por razones de genero TODOS A VOTAR POR CLAUDIA SHEINBAUM...,1
"@ZuritaCarpio Yo tambien apoyo a Claudia Sheinbaum, pero definitivamente exijo unidad, que no se use el nombre de AMLO y que demuestren total lealtad al proyecto de la 4T y al pueblo. La mas minima senal de fallarle al pueblo es suficiente para no votar por determinado personaje.",1
"@AndreaChavezTre dime que no es cierto  Claudia Sheinbaum tiene que ser presidenta, si no se van a equivocar muy feo. Adan esta bien como auxiliar del presidente. Pero ni por ti voy a votar por Adan. Todos nos equivocamos alguna vez. Ahora te toco.  https://t.co/XMtjsQP4Li",1
"@antonio_tolosa @diputadospan @SenadoresdelPAN @Claudiashein JAJAJAJAJAJAJA 
El papa de Claudia Sheinbaum era de Jalisco.
Asi que tapatios a votar por Claudia Sheinbaum.

Ademas, Juan Camilo Mourino de donde era? !Espanol!

Ay estos panistas. Dan risa

?Y que tiene que ver que sea Judia? He ahi a Maciel el catolico pedofilo. ",1
" Gracias por decirnos por quien SI votar. 

Claudia Sheinbaum presidenta",1
"Yo voy a apoyar a quien gane la encuesta y quien respete las reglas de MORENA para la presidencia de Mexico, ademas  de que garantice la continuidad del gobierno de AMLO y sin duda va a ser Claudia Sheinbaum.
No voy a apoyar ni a votar por traidores.
@Claudiashein
@lopezobrador_ https://t.co/8mtoqudiDe",1
"@m_ebrard Un consejo de una ciudadana que lo quiere y lo admira.

Voy a votar por @Claudiashein es un hecho.

Yo esperaba que despues de #ClaudiaSheinbaum  siguiera usted.

Tenga paciencia, espere.

Si sigue en el camino que va... en la siguiente eleccion no estara ni en las boletas.",1
"Hasta el momento mi favorita sigue siendo Claudia Sheinbaum, pero no pienso atacar en redes a ningun otro aspirante de Morena, ante todo la unidad, debemos votar por quien gane la encuesta de Morena. Eso es lo mas importante.",1
Q felicidad saber q voy a poder votar por Claudia Sheinbaum en 2024,1
si claudia sheinbaum se postula para presidenta yo si voy a votar por ella la vdd,1
"@fzavala12 25 Millones de Mexicanos Estadounidenses Estamos con AMLO y con su proyecto de Nacion.

En el 24 , iremos millares a Votar por Claudia Sheinbaum ",1
"@DorisJaime6 @Claudiashein Toda esta guerra sucia contra la Dra. Claudia Sheinbaum, lo unico que confirma es que es ella por la cual votar en el 2024, sin duda #EsClaudia #FuturaPresidenta #EsElla el #PlanC.",1
